eta,f,f_linha,f_duas_linhas
3.4600000000e-01,1.9874010384e-02,1.1485892829e-01,3.3167697315e-01
3.4700000000e-01,1.9989035151e-02,1.1519060361e-01,3.3167366776e-01
3.4800000000e-01,2.0104391591e-02,1.1552227562e-01,3.3167034329e-01
3.4900000000e-01,2.0220079701e-02,1.1585394430e-01,3.3166699971e-01
3.5000000000e-01,2.0336099478e-02,1.1618560961e-01,3.3166363694e-01
3.5100000000e-01,2.0452450919e-02,1.1651727156e-01,3.3166025494e-01
3.5200000000e-01,2.0569134020e-02,1.1684893012e-01,3.3165685366e-01
3.5300000000e-01,2.0686148778e-02,1.1718058526e-01,3.3165343303e-01
3.5400000000e-01,2.0803495189e-02,1.1751223698e-01,3.3164999301e-01
3.5500000000e-01,2.0921173251e-02,1.1784388524e-01,3.3164653353e-01
3.5600000000e-01,2.1039182959e-02,1.1817553004e-01,3.3164305456e-01
3.5700000000e-01,2.1157524310e-02,1.1850717135e-01,3.3163955602e-01
3.5800000000e-01,2.1276197300e-02,1.1883880914e-01,3.3163603787e-01
3.5900000000e-01,2.1395201927e-02,1.1917044341e-01,3.3163250005e-01
3.6000000000e-01,2.1514538186e-02,1.1950207414e-01,3.3162894250e-01
3.6100000000e-01,2.1634206074e-02,1.1983370129e-01,3.3162536518e-01
3.6200000000e-01,2.1754205587e-02,1.2016532486e-01,3.3162176803e-01
3.6300000000e-01,2.1874536722e-02,1.2049694482e-01,3.3161815100e-01
3.6400000000e-01,2.1995199476e-02,1.2082856116e-01,3.3161451402e-01
3.6500000000e-01,2.2116193844e-02,1.2116017384e-01,3.3161085705e-01
3.6600000000e-01,2.2237519822e-02,1.2149178286e-01,3.3160718003e-01
3.6700000000e-01,2.2359177408e-02,1.2182338820e-01,3.3160348291e-01
3.6800000000e-01,2.2481166597e-02,1.2215498982e-01,3.3159976563e-01
3.6900000000e-01,2.2603487386e-02,1.2248658772e-01,3.3159602815e-01
3.7000000000e-01,2.2726139772e-02,1.2281818187e-01,3.3159227039e-01
3.7100000000e-01,2.2849123749e-02,1.2314977226e-01,3.3158849231e-01
3.7200000000e-01,2.2972439315e-02,1.2348135885e-01,3.3158469387e-01
3.7300000000e-01,2.3096086465e-02,1.2381294164e-01,3.3158087499e-01
3.7400000000e-01,2.3220065197e-02,1.2414452059e-01,3.3157703563e-01
3.7500000000e-01,2.3344375505e-02,1.2447609570e-01,3.3157317573e-01
3.7600000000e-01,2.3469017387e-02,1.2480766694e-01,3.3156929524e-01
3.7700000000e-01,2.3593990838e-02,1.2513923428e-01,3.3156539411e-01
3.7800000000e-01,2.3719295854e-02,1.2547079772e-01,3.3156147227e-01
3.7900000000e-01,2.3844932432e-02,1.2580235722e-01,3.3155752968e-01
3.8000000000e-01,2.3970900567e-02,1.2613391277e-01,3.3155356629e-01
3.8100000000e-01,2.4097200256e-02,1.2646546435e-01,3.3154958203e-01
3.8200000000e-01,2.4223831495e-02,1.2679701193e-01,3.3154557685e-01
3.8300000000e-01,2.4350794279e-02,1.2712855549e-01,3.3154155070e-01
3.8400000000e-01,2.4478088604e-02,1.2746009502e-01,3.3153750353e-01
3.8500000000e-01,2.4605714467e-02,1.2779163049e-01,3.3153343528e-01
3.8600000000e-01,2.4733671864e-02,1.2812316189e-01,3.3152934590e-01
3.8700000000e-01,2.4861960790e-02,1.2845468918e-01,3.3152523533e-01
3.8800000000e-01,2.4990581241e-02,1.2878621235e-01,3.3152110351e-01
3.8900000000e-01,2.5119533213e-02,1.2911773138e-01,3.3151695040e-01
3.9000000000e-01,2.5248816702e-02,1.2944924624e-01,3.3151277594e-01
3.9100000000e-01,2.5378431704e-02,1.2978075692e-01,3.3150858008e-01
3.9200000000e-01,2.5508378215e-02,1.3011226340e-01,3.3150436276e-01
3.9300000000e-01,2.5638656230e-02,1.3044376564e-01,3.3150012392e-01
3.9400000000e-01,2.5769265745e-02,1.3077526364e-01,3.3149586352e-01
3.9500000000e-01,2.5900206755e-02,1.3110675736e-01,3.3149158150e-01
3.9600000000e-01,2.6031479258e-02,1.3143824679e-01,3.3148727780e-01
3.9700000000e-01,2.6163083248e-02,1.3176973191e-01,3.3148295238e-01
3.9800000000e-01,2.6295018720e-02,1.3210121269e-01,3.3147860517e-01
3.9900000000e-01,2.6427285672e-02,1.3243268911e-01,3.3147423612e-01
4.0000000000e-01,2.6559884097e-02,1.3276416116e-01,3.3146984519e-01
4.0100000000e-01,2.6692813992e-02,1.3309562880e-01,3.3146543230e-01
4.0200000000e-01,2.6826075353e-02,1.3342709201e-01,3.3146099742e-01
4.0300000000e-01,2.6959668175e-02,1.3375855078e-01,3.3145654049e-01
4.0400000000e-01,2.7093592453e-02,1.3409000509e-01,3.3145206145e-01
4.0500000000e-01,2.7227848184e-02,1.3442145490e-01,3.3144756024e-01
4.0600000000e-01,2.7362435362e-02,1.3475290020e-01,3.3144303683e-01
4.0700000000e-01,2.7497353983e-02,1.3508434097e-01,3.3143849114e-01
4.0800000000e-01,2.7632604042e-02,1.3541577718e-01,3.3143392313e-01
4.0900000000e-01,2.7768185535e-02,1.3574720880e-01,3.3142933274e-01
4.1000000000e-01,2.7904098458e-02,1.3607863583e-01,3.3142471992e-01
4.1100000000e-01,2.8040342805e-02,1.3641005824e-01,3.3142008461e-01
4.1200000000e-01,2.8176918573e-02,1.3674147599e-01,3.3141542677e-01
4.1300000000e-01,2.8313825756e-02,1.3707288908e-01,3.3141074633e-01
4.1400000000e-01,2.8451064350e-02,1.3740429748e-01,3.3140604324e-01
4.1500000000e-01,2.8588634349e-02,1.3773570116e-01,3.3140131745e-01
4.1600000000e-01,2.8726535750e-02,1.3806710011e-01,3.3139656891e-01
4.1700000000e-01,2.8864768548e-02,1.3839849429e-01,3.3139179756e-01
4.1800000000e-01,2.9003332737e-02,1.3872988369e-01,3.3138700335e-01
4.1900000000e-01,2.9142228314e-02,1.3906126829e-01,3.3138218622e-01
4.2000000000e-01,2.9281455272e-02,1.3939264806e-01,3.3137734611e-01
4.2100000000e-01,2.9421013608e-02,1.3972402298e-01,3.3137248299e-01
4.2200000000e-01,2.9560903317e-02,1.4005539302e-01,3.3136759678e-01
4.2300000000e-01,2.9701124393e-02,1.4038675816e-01,3.3136268744e-01
4.2400000000e-01,2.9841676831e-02,1.4071811838e-01,3.3135775492e-01
4.2500000000e-01,2.9982560628e-02,1.4104947366e-01,3.3135279915e-01
4.2600000000e-01,3.0123775777e-02,1.4138082398e-01,3.3134782010e-01
4.2700000000e-01,3.0265322274e-02,1.4171216930e-01,3.3134281769e-01
4.2800000000e-01,3.0407200114e-02,1.4204350960e-01,3.3133779188e-01
4.2900000000e-01,3.0549409292e-02,1.4237484487e-01,3.3133274262e-01
4.3000000000e-01,3.0691949802e-02,1.4270617508e-01,3.3132766984e-01
4.3100000000e-01,3.0834821640e-02,1.4303750020e-01,3.3132257351e-01
4.3200000000e-01,3.0978024801e-02,1.4336882022e-01,3.3131745355e-01
4.3300000000e-01,3.1121559279e-02,1.4370013510e-01,3.3131230993e-01
4.3400000000e-01,3.1265425069e-02,1.4403144483e-01,3.3130714258e-01
4.3500000000e-01,3.1409622167e-02,1.4436274938e-01,3.3130195145e-01
4.3600000000e-01,3.1554150566e-02,1.4469404873e-01,3.3129673649e-01
4.3700000000e-01,3.1699010262e-02,1.4502534285e-01,3.3129149765e-01
4.3800000000e-01,3.1844201250e-02,1.4535663171e-01,3.3128623486e-01
4.3900000000e-01,3.1989723524e-02,1.4568791531e-01,3.3128094808e-01
4.4000000000e-01,3.2135577079e-02,1.4601919360e-01,3.3127563726e-01
4.4100000000e-01,3.2281761909e-02,1.4635046657e-01,3.3127030233e-01
4.4200000000e-01,3.2428278010e-02,1.4668173420e-01,3.3126494325e-01
4.4300000000e-01,3.2575125376e-02,1.4701299645e-01,3.3125955996e-01
4.4400000000e-01,3.2722304001e-02,1.4734425331e-01,3.3125415241e-01
4.4500000000e-01,3.2869813881e-02,1.4767550475e-01,3.3124872055e-01
4.4600000000e-01,3.3017655009e-02,1.4800675074e-01,3.3124326431e-01
4.4700000000e-01,3.3165827381e-02,1.4833799127e-01,3.3123778365e-01
4.4800000000e-01,3.3314330990e-02,1.4866922630e-01,3.3123227852e-01
4.4900000000e-01,3.3463165831e-02,1.4900045582e-01,3.3122674885e-01
4.5000000000e-01,3.3612331900e-02,1.4933167979e-01,3.3122119460e-01
4.5100000000e-01,3.3761829189e-02,1.4966289820e-01,3.3121561572e-01
4.5200000000e-01,3.3911657694e-02,1.4999411102e-01,3.3121001214e-01
4.5300000000e-01,3.4061817409e-02,1.5032531822e-01,3.3120438382e-01
4.5400000000e-01,3.4212308329e-02,1.5065651977e-01,3.3119873070e-01
4.5500000000e-01,3.4363130447e-02,1.5098771567e-01,3.3119305273e-01
4.5600000000e-01,3.4514283758e-02,1.5131890587e-01,3.3118734985e-01
4.5700000000e-01,3.4665768257e-02,1.5165009036e-01,3.3118162202e-01
4.5800000000e-01,3.4817583937e-02,1.5198126911e-01,3.3117586917e-01
4.5900000000e-01,3.4969730793e-02,1.5231244209e-01,3.3117009125e-01
4.6000000000e-01,3.5122208819e-02,1.5264360928e-01,3.3116428822e-01
4.6100000000e-01,3.5275018010e-02,1.5297477066e-01,3.3115846002e-01
4.6200000000e-01,3.5428158359e-02,1.5330592619e-01,3.3115260658e-01
4.6300000000e-01,3.5581629860e-02,1.5363707586e-01,3.3114672787e-01
4.6400000000e-01,3.5735432508e-02,1.5396821964e-01,3.3114082382e-01
4.6500000000e-01,3.5889566297e-02,1.5429935750e-01,3.3113489439e-01
4.6600000000e-01,3.6044031221e-02,1.5463048942e-01,3.3112893952e-01
4.6700000000e-01,3.6198827274e-02,1.5496161537e-01,3.3112295915e-01
4.6800000000e-01,3.6353954450e-02,1.5529273533e-01,3.3111695324e-01
4.6900000000e-01,3.6509412743e-02,1.5562384927e-01,3.3111092172e-01
4.7000000000e-01,3.6665202147e-02,1.5595495717e-01,3.3110486456e-01
4.7100000000e-01,3.6821322655e-02,1.5628605899e-01,3.3109878168e-01
4.7200000000e-01,3.6977774263e-02,1.5661715472e-01,3.3109267304e-01
4.7300000000e-01,3.7134556963e-02,1.5694824433e-01,3.3108653859e-01
4.7400000000e-01,3.7291670749e-02,1.5727932779e-01,3.3108037827e-01
4.7500000000e-01,3.7449115616e-02,1.5761040508e-01,3.3107419203e-01
4.7600000000e-01,3.7606891557e-02,1.5794147616e-01,3.3106797982e-01
4.7700000000e-01,3.7764998566e-02,1.5827254103e-01,3.3106174158e-01
4.7800000000e-01,3.7923436637e-02,1.5860359964e-01,3.3105547726e-01
4.7900000000e-01,3.8082205764e-02,1.5893465197e-01,3.3104918680e-01
4.8000000000e-01,3.8241305939e-02,1.5926569800e-01,3.3104287015e-01
4.8100000000e-01,3.8400737157e-02,1.5959673770e-01,3.3103652727e-01
4.8200000000e-01,3.8560499412e-02,1.5992777105e-01,3.3103015809e-01
4.8300000000e-01,3.8720592697e-02,1.6025879801e-01,3.3102376256e-01
4.8400000000e-01,3.8881017006e-02,1.6058981857e-01,3.3101734064e-01
4.8500000000e-01,3.9041772332e-02,1.6092083268e-01,3.3101089225e-01
4.8600000000e-01,3.9202858669e-02,1.6125184034e-01,3.3100441737e-01
4.8700000000e-01,3.9364276011e-02,1.6158284151e-01,3.3099791592e-01
4.8800000000e-01,3.9526024350e-02,1.6191383616e-01,3.3099138786e-01
4.8900000000e-01,3.9688103681e-02,1.6224482428e-01,3.3098483313e-01
4.9000000000e-01,3.9850513997e-02,1.6257580582e-01,3.3097825168e-01
4.9100000000e-01,4.0013255291e-02,1.6290678077e-01,3.3097164345e-01
4.9200000000e-01,4.0176327556e-02,1.6323774910e-01,3.3096500841e-01
4.9300000000e-01,4.0339730787e-02,1.6356871078e-01,3.3095834648e-01
4.9400000000e-01,4.0503464975e-02,1.6389966578e-01,3.3095165762e-01
4.9500000000e-01,4.0667530116e-02,1.6423061409e-01,3.3094494177e-01
4.9600000000e-01,4.0831926201e-02,1.6456155566e-01,3.3093819889e-01
4.9700000000e-01,4.0996653225e-02,1.6489249047e-01,3.3093142891e-01
4.9800000000e-01,4.1161711180e-02,1.6522341851e-01,3.3092463179e-01
4.9900000000e-01,4.1327100060e-02,1.6555433973e-01,3.3091780747e-01
5.0000000000e-01,4.1492819857e-02,1.6588525411e-01,3.3091095590e-01
5.0100000000e-01,4.1658870566e-02,1.6621616163e-01,3.3090407702e-01
5.0200000000e-01,4.1825252178e-02,1.6654706226e-01,3.3089717079e-01
5.0300000000e-01,4.1991964688e-02,1.6687795596e-01,3.3089023715e-01
5.0400000000e-01,4.2159008088e-02,1.6720884272e-01,3.3088327604e-01
5.0500000000e-01,4.2326382371e-02,1.6753972251e-01,3.3087628742e-01
5.0600000000e-01,4.2494087530e-02,1.6787059529e-01,3.3086927123e-01
5.0700000000e-01,4.2662123559e-02,1.6820146104e-01,3.3086222741e-01
5.0800000000e-01,4.2830490450e-02,1.6853231973e-01,3.3085515592e-01
5.0900000000e-01,4.2999188196e-02,1.6886317134e-01,3.3084805671e-01
5.1000000000e-01,4.3168216790e-02,1.6919401584e-01,3.3084092971e-01
5.1100000000e-01,4.3337576226e-02,1.6952485319e-01,3.3083377488e-01
5.1200000000e-01,4.3507266494e-02,1.6985568338e-01,3.3082659216e-01
5.1300000000e-01,4.3677287590e-02,1.7018650637e-01,3.3081938150e-01
5.1400000000e-01,4.3847639505e-02,1.7051732213e-01,3.3081214285e-01
5.1500000000e-01,4.4018322232e-02,1.7084813064e-01,3.3080487615e-01
5.1600000000e-01,4.4189335764e-02,1.7117893188e-01,3.3079758135e-01
5.1700000000e-01,4.4360680093e-02,1.7150972580e-01,3.3079025841e-01
5.1800000000e-01,4.4532355213e-02,1.7184051238e-01,3.3078290725e-01
5.1900000000e-01,4.4704361115e-02,1.7217129160e-01,3.3077552785e-01
5.2000000000e-01,4.4876697794e-02,1.7250206343e-01,3.3076812013e-01
5.2100000000e-01,4.5049365240e-02,1.7283282783e-01,3.3076068405e-01
5.2200000000e-01,4.5222363447e-02,1.7316358479e-01,3.3075321955e-01
5.2300000000e-01,4.5395692407e-02,1.7349433426e-01,3.3074572659e-01
5.2400000000e-01,4.5569352113e-02,1.7382507623e-01,3.3073820510e-01
5.2500000000e-01,4.5743342557e-02,1.7415581066e-01,3.3073065504e-01
5.2600000000e-01,4.5917663732e-02,1.7448653753e-01,3.3072307636e-01
5.2700000000e-01,4.6092315629e-02,1.7481725681e-01,3.3071546900e-01
5.2800000000e-01,4.6267298243e-02,1.7514796846e-01,3.3070783290e-01
5.2900000000e-01,4.6442611564e-02,1.7547867246e-01,3.3070016802e-01
5.3000000000e-01,4.6618255585e-02,1.7580936879e-01,3.3069247430e-01
5.3100000000e-01,4.6794230299e-02,1.7614005740e-01,3.3068475170e-01
5.3200000000e-01,4.6970535697e-02,1.7647073828e-01,3.3067700015e-01
5.3300000000e-01,4.7147171773e-02,1.7680141139e-01,3.3066921960e-01
5.3400000000e-01,4.7324138517e-02,1.7713207671e-01,3.3066141001e-01
5.3500000000e-01,4.7501435923e-02,1.7746273420e-01,3.3065357132e-01
5.3600000000e-01,4.7679063983e-02,1.7779338384e-01,3.3064570347e-01
5.3700000000e-01,4.7857022689e-02,1.7812402560e-01,3.3063780642e-01
5.3800000000e-01,4.8035312032e-02,1.7845465945e-01,3.3062988012e-01
5.3900000000e-01,4.8213932005e-02,1.7878528535e-01,3.3062192450e-01
5.4000000000e-01,4.8392882600e-02,1.7911590329e-01,3.3061393952e-01
5.4100000000e-01,4.8572163809e-02,1.7944651322e-01,3.3060592512e-01
5.4200000000e-01,4.8751775624e-02,1.7977711513e-01,3.3059788125e-01
5.4300000000e-01,4.8931718036e-02,1.8010770897e-01,3.3058980787e-01
5.4400000000e-01,4.9111991039e-02,1.8043829473e-01,3.3058170491e-01
5.4500000000e-01,4.9292594623e-02,1.8076887237e-01,3.3057357232e-01
5.4600000000e-01,4.9473528781e-02,1.8109944187e-01,3.3056541006e-01
5.4700000000e-01,4.9654793504e-02,1.8143000318e-01,3.3055721807e-01
5.4800000000e-01,4.9836388784e-02,1.8176055629e-01,3.3054899629e-01
5.4900000000e-01,5.0018314614e-02,1.8209110117e-01,3.3054074468e-01
5.5000000000e-01,5.0200570984e-02,1.8242163777e-01,3.3053246318e-01
5.5100000000e-01,5.0383157887e-02,1.8275216608e-01,3.3052415175e-01
5.5200000000e-01,5.0566075313e-02,1.8308268607e-01,3.3051581032e-01
5.5300000000e-01,5.0749323256e-02,1.8341319769e-01,3.3050743884e-01
5.5400000000e-01,5.0932901706e-02,1.8374370093e-01,3.3049903727e-01
5.5500000000e-01,5.1116810655e-02,1.8407419576e-01,3.3049060555e-01
5.5600000000e-01,5.1301050095e-02,1.8440468213e-01,3.3048214363e-01
5.5700000000e-01,5.1485620016e-02,1.8473516003e-01,3.3047365145e-01
5.5800000000e-01,5.1670520412e-02,1.8506562943e-01,3.3046512897e-01
5.5900000000e-01,5.1855751272e-02,1.8539609028e-01,3.3045657613e-01
5.6000000000e-01,5.2041312590e-02,1.8572654257e-01,3.3044799288e-01
5.6100000000e-01,5.2227204355e-02,1.8605698626e-01,3.3043937916e-01
5.6200000000e-01,5.2413426559e-02,1.8638742132e-01,3.3043073494e-01
5.6300000000e-01,5.2599979195e-02,1.8671784772e-01,3.3042206014e-01
5.6400000000e-01,5.2786862252e-02,1.8704826543e-01,3.3041335472e-01
5.6500000000e-01,5.2974075722e-02,1.8737867442e-01,3.3040461864e-01
5.6600000000e-01,5.3161619598e-02,1.8770907465e-01,3.3039585183e-01
5.6700000000e-01,5.3349493869e-02,1.8803946611e-01,3.3038705424e-01
5.6800000000e-01,5.3537698527e-02,1.8836984875e-01,3.3037822583e-01
5.6900000000e-01,5.3726233563e-02,1.8870022255e-01,3.3036936653e-01
5.7000000000e-01,5.3915098969e-02,1.8903058748e-01,3.3036047631e-01
5.7100000000e-01,5.4104294735e-02,1.8936094349e-01,3.3035155510e-01
5.7200000000e-01,5.4293820853e-02,1.8969129057e-01,3.3034260285e-01
5.7300000000e-01,5.4483677314e-02,1.9002162869e-01,3.3033361952e-01
5.7400000000e-01,5.4673864108e-02,1.9035195780e-01,3.3032460505e-01
5.7500000000e-01,5.4864381226e-02,1.9068227789e-01,3.3031555938e-01
5.7600000000e-01,5.5055228660e-02,1.9101258891e-01,3.3030648247e-01
5.7700000000e-01,5.5246406401e-02,1.9134289084e-01,3.3029737426e-01
5.7800000000e-01,5.5437914439e-02,1.9167318365e-01,3.3028823471e-01
5.7900000000e-01,5.5629752765e-02,1.9200346730e-01,3.3027906376e-01
5.8000000000e-01,5.5821921370e-02,1.9233374177e-01,3.3026986135e-01
5.8100000000e-01,5.6014420246e-02,1.9266400701e-01,3.3026062744e-01
5.8200000000e-01,5.6207249381e-02,1.9299426301e-01,3.3025136198e-01
5.8300000000e-01,5.6400408769e-02,1.9332450973e-01,3.3024206490e-01
5.8400000000e-01,5.6593898398e-02,1.9365474713e-01,3.3023273617e-01
5.8500000000e-01,5.6787718260e-02,1.9398497519e-01,3.3022337573e-01
5.8600000000e-01,5.6981868345e-02,1.9431519387e-01,3.3021398352e-01
5.8700000000e-01,5.7176348644e-02,1.9464540315e-01,3.3020455950e-01
5.8800000000e-01,5.7371159148e-02,1.9497560298e-01,3.3019510361e-01
5.8900000000e-01,5.7566299847e-02,1.9530579334e-01,3.3018561581e-01
5.9000000000e-01,5.7761770732e-02,1.9563597420e-01,3.3017609603e-01
5.9100000000e-01,5.7957571792e-02,1.9596614552e-01,3.3016654423e-01
5.9200000000e-01,5.8153703020e-02,1.9629630728e-01,3.3015696036e-01
5.9300000000e-01,5.8350164404e-02,1.9662645943e-01,3.3014734437e-01
5.9400000000e-01,5.8546955935e-02,1.9695660196e-01,3.3013769619e-01
5.9500000000e-01,5.8744077604e-02,1.9728673482e-01,3.3012801579e-01
5.9600000000e-01,5.8941529402e-02,1.9761685798e-01,3.3011830311e-01
5.9700000000e-01,5.9139311317e-02,1.9794697141e-01,3.3010855810e-01
5.9800000000e-01,5.9337423341e-02,1.9827707508e-01,3.3009878070e-01
5.9900000000e-01,5.9535865464e-02,1.9860716896e-01,3.3008897087e-01
6.0000000000e-01,5.9734637676e-02,1.9893725301e-01,3.3007912855e-01
6.0100000000e-01,5.9933739967e-02,1.9926732721e-01,3.3006925370e-01
6.0200000000e-01,6.0133172327e-02,1.9959739151e-01,3.3005934625e-01
6.0300000000e-01,6.0332934746e-02,1.9992744589e-01,3.3004940616e-01
6.0400000000e-01,6.0533027215e-02,2.0025749031e-01,3.3003943338e-01
6.0500000000e-01,6.0733449724e-02,2.0058752475e-01,3.3002942786e-01
6.0600000000e-01,6.0934202262e-02,2.0091754916e-01,3.3001938954e-01
6.0700000000e-01,6.1135284819e-02,2.0124756351e-01,3.3000931837e-01
6.0800000000e-01,6.1336697385e-02,2.0157756778e-01,3.2999921431e-01
6.0900000000e-01,6.1538439951e-02,2.0190756193e-01,3.2998907729e-01
6.1000000000e-01,6.1740512506e-02,2.0223754593e-01,3.2997890728e-01
6.1100000000e-01,6.1942915039e-02,2.0256751973e-01,3.2996870421e-01
6.1200000000e-01,6.2145647542e-02,2.0289748332e-01,3.2995846804e-01
6.1300000000e-01,6.2348710003e-02,2.0322743666e-01,3.2994819871e-01
6.1400000000e-01,6.2552102412e-02,2.0355737971e-01,3.2993789618e-01
6.1500000000e-01,6.2755824759e-02,2.0388731244e-01,3.2992756038e-01
6.1600000000e-01,6.2959877033e-02,2.0421723482e-01,3.2991719128e-01
6.1700000000e-01,6.3164259225e-02,2.0454714681e-01,3.2990678882e-01
6.1800000000e-01,6.3368971323e-02,2.0487704839e-01,3.2989635295e-01
6.1900000000e-01,6.3574013318e-02,2.0520693951e-01,3.2988588361e-01
6.2000000000e-01,6.3779385199e-02,2.0553682014e-01,3.2987538076e-01
6.2100000000e-01,6.3985086955e-02,2.0586669026e-01,3.2986484435e-01
6.2200000000e-01,6.4191118576e-02,2.0619654982e-01,3.2985427431e-01
6.2300000000e-01,6.4397480051e-02,2.0652639879e-01,3.2984367061e-01
6.2400000000e-01,6.4604171370e-02,2.0685623715e-01,3.2983303320e-01
6.2500000000e-01,6.4811192522e-02,2.0718606485e-01,3.2982236201e-01
6.2600000000e-01,6.5018543496e-02,2.0751588186e-01,3.2981165700e-01
6.2700000000e-01,6.5226224282e-02,2.0784568815e-01,3.2980091812e-01
6.2800000000e-01,6.5434234869e-02,2.0817548369e-01,3.2979014531e-01
6.2900000000e-01,6.5642575246e-02,2.0850526843e-01,3.2977933853e-01
6.3000000000e-01,6.5851245402e-02,2.0883504235e-01,3.2976849773e-01
6.3100000000e-01,6.6060245327e-02,2.0916480542e-01,3.2975762285e-01
6.3200000000e-01,6.6269575009e-02,2.0949455759e-01,3.2974671384e-01
6.3300000000e-01,6.6479234438e-02,2.0982429883e-01,3.2973577066e-01
6.3400000000e-01,6.6689223603e-02,2.1015402912e-01,3.2972479325e-01
6.3500000000e-01,6.6899542493e-02,2.1048374841e-01,3.2971378155e-01
6.3600000000e-01,6.7110191096e-02,2.1081345667e-01,3.2970273553e-01
6.3700000000e-01,6.7321169402e-02,2.1114315387e-01,3.2969165512e-01
6.3800000000e-01,6.7532477400e-02,2.1147283997e-01,3.2968054028e-01
6.3900000000e-01,6.7744115079e-02,2.1180251494e-01,3.2966939096e-01
6.4000000000e-01,6.7956082426e-02,2.1213217874e-01,3.2965820710e-01
6.4100000000e-01,6.8168379432e-02,2.1246183134e-01,3.2964698866e-01
6.4200000000e-01,6.8381006085e-02,2.1279147270e-01,3.2963573559e-01
6.4300000000e-01,6.8593962374e-02,2.1312110280e-01,3.2962444782e-01
6.4400000000e-01,6.8807248287e-02,2.1345072159e-01,3.2961312532e-01
6.4500000000e-01,6.9020863813e-02,2.1378032904e-01,3.2960176803e-01
6.4600000000e-01,6.9234808941e-02,2.1410992511e-01,3.2959037591e-01
6.4700000000e-01,6.9449083660e-02,2.1443950978e-01,3.2957894889e-01
6.4800000000e-01,6.9663687957e-02,2.1476908300e-01,3.2956748693e-01
6.4900000000e-01,6.9878621822e-02,2.1509864474e-01,3.2955598999e-01
6.5000000000e-01,7.0093885243e-02,2.1542819497e-01,3.2954445800e-01
6.5100000000e-01,7.0309478208e-02,2.1575773364e-01,3.2953289092e-01
